curiosity,1.437826255328411
donna,1.2501992521526397
xtra,-0.21928603114858064
worldwide,1.0396322662129813
wma,0.6652367514314833
critters,0.9871648463188458
liver,-1.0299086670400956
rosy,1.1246683700687805
negro,0.6876045644599379
cee,0.6652367514314833
investing,0.9047026861268728
laboratory,0.4725916734890874
otters,0.4725916734890874
heat,-1.2171936521873405
lai,1.3656764695725756
thenn,1.572127347040002
runyon,0.8351617528737958
ops,-0.14713624539274534
celebratin,0.8802496424023338
tapas,1.6310210360935704
misha,0.45665012962006585
misses,-2.650709185440753
cricinfo,-0.7498007478473603
found,-0.05452219077101966
snowed,-1.1059445580726357
digestive,-1.1827601551234666
noice,1.1026420637387815
hare,-0.7718270541773594
containers,0.25019925215263966
lovies,1.639241542898539
sa,0.3262069620700557
agreed,0.620382515647223
dyslexic,1.9257643016547024
msp,-0.01283515368115422
snakes,0.01958632401122315
towns,0.7945197683764499
playground,0.8438006711476684
picture,0.45346749855716484
statement,1.164042608402925
marcus,1.2534449116562938
windowsill,-0.37540523306586265
iran,-2.9442480684237418
chelle,0.572127347040002
spooked,-1.1503386774310893
landmark,-0.9388345722373774
tray,-1.0374972079154234
horray,2.157089847761158
wknds,-0.01283515368115422
youtubes,-0.23522757501760225
deeds,0.10264206373878156
tscc,-2.150338677431089
boa,2.019586324011223
dit,1.1798099242612416
bbq,0.931323826996603
wang,1.4725916734890874
alrdy,-0.39985827679040153
freddo,0.4022023455976894
daydream,1.3090929412062082
swingers,0.572127347040002
hotness,1.8351617528737958
h20,0.4022023455976894
transaction,-1.07696549110087
viking,0.7945197683764499
pkg,-0.33476324856851664
path,0.3870954532074812
diabetic,-0.7718270541773594
wilde,1.7033718803182545
twisters,-0.2758695595149481
jada,0.9871648463188458
corrie,0.25019925215263966
shorty,0.5527620221730707
express,0.1906982404039777
reflected,-0.01283515368115422
vida,0.8351617528737958
sed,-0.625812030571907
widget,-0.01283515368115422
reinstalling,-2.773647489801728
beautifully,1.553511668872655
funny,1.6431281159411408
tiring,-0.21514332897426988
alle,1.3090929412062082
zipper,-0.8608320602361044
triggered,-0.9197257492896728
strawberrys,0.28672512817775364
reading,0.786655269574798
completion,0.8172398448765334
fooling,0.5277332276815484
bets,0.6949840948255355
speeds,-0.645103369180667
margaritas,1.355315957966854
banksy,-0.01283515368115422
cme,-0.01283515368115422
dapat,0.4725916734890874
lace,1.1184093795970982
waterproof,-0.9059199497646424
midol,-1.7783699000441313
indulge,1.2095572676552937
insomniacs,0.9871648463188458
yow,0.5176795630176255
affliction,0.4022023455976894
thailand,0.005086754316108222
noelle,0.5346526416213392
conspiring,-0.01283515368115422
ryans,0.11269572840270468
champs,1.724130440485052
concerning,-0.9303729934891815
pl,-0.07696549110086998
neverland,1.6652367514314834
nuvo,-0.3023417708761392
proposition,0.4022023455976894
drowsy,-1.536397109738167
biology,-1.0801904214829188
supposedly,-0.5767360388744809
filtered,-0.23522757501760225
hex,0.4022023455976894
josh,0.30529137104635196
jams,0.3575332962639612
ftw,1.7983080288661575
possessed,0.5176795630176255
